704,6253394027254 
703,1831347025059 
701,743984759247 
700,3078826974097 
698,8748219793167 
697,4447963966654 
696,0177997541776 
694,5938258695863 
693,1728680725118 
691,7549188068473 
690,339971853145 
688,9280210700365 
687,5190603554379 
686,1130836200709 
684,7100847874476 
683,3100560121718 
681,9129911644462 
680,5188841274555 
679,1277287973496 
677,7395191594726 
676,3542492280473 
674,9719130298828 
673,592502845127 
672,2160126448274 
670,8424364128155 
669,471768145689 
668,1040019427007 
666,7391319183828 
665,3771505068626 
664,0180517648912 
662,6618297618403 
661,3084785811485 
659,9579924097965 
658,6103638611924 
657,265587063041 
655,9236561555394 
654,5845652913571 
653,2483087045154 
651,9148791437414 
650,5842708058683 
649,2564779001021 
647,9314946480284 
646,609313957768 
645,2899300815548 
643,9733372839007 
642,6595298415746 
641,3485020613642 
640,0402469374786 
638,7347587887481 
637,4320319461656 
636,1320607529532 
634,8348383031229 
633,5403589689664 
632,2486171348446 
630,9596071972438 
629,6733223297615 
628,389756957376 
627,1089055170407 
625,8307624577532 
624,5553210302502 
623,2825757114879 
622,0125209903035 
620,7451513675153 
619,4804601685186 
618,2184419215923 
616,9590911668082 
615,7024024561649 
614,4483691874742 
613,1969859397267 
611,9482473036726 
610,7021467471695 
609,4586788729362 
608,2178383100975 
606,9796196995209 
605,7440165628998 
604,5110235674118 
603,2806353918247 
602,0528467265315 
600,8276511599641 
599,6050434084545 
598,3850181999333 
597,1675691746733 
595,9526910853407 
594,7403786970101 
593,5306257262006 
592,3234269359755 
591,1187771282341 
589,9166711162934 
588,7171026512998 
587,520066571687 
586,3255577272732 
585,1335699276804 
583,944098036618 
582,7571369400673 
581,5726805108113 
580,3907236316745 
579,211261224521 
578,0342872216827 
576,8597965277153 
575,687784100089 
574,5182449073634 
573,3511728976474 
572,1865630637592 
571,0244104095607 
569,8647089305045 
568,7074536509075 
567,5526396096664 
566,4002608523303 
565,2503124309355 
564,1027894191554 
562,9576859099367 
561,8149969844703 
560,6747177509598 
559,5368423473215 
558,4013658856535 
557,2682835084411 
556,1375893962278 
555,0092786935871 
553,8833465770415 
552,7597872675408 
551,6385959434781 
550,519767815174 
549,403297141915 
548,2891791371478 
547,1774090447577 
546,06798116043 
544,9608907337937 
543,8561321420093 
542,7537006154045 
541,6535914408546 
540,5557990284658 
539,4603186415966 
538,3671456053719 
537,2762743612187 
536,187700205304 
535,1014185019391 
534,0174237223309 
532,9357112013938 
531,8562763373411 
530,7791136296961 
529,704218454386 
528,631586241919 
527,5612115187245 
526,4930897025029 
525,427216255835 
524,3635857307233 
523,3021935874151 
522,243034449663 
521,1861037644405 
520,1313970352448 
519,0789089089415 
518,0286348640931 
516,9805704481025 
515,9347103297664 
514,8910500318882 
513,8495851335035 
512,810310324217 
511,77322117178926 
510,73831243340425 
509,7055796713929 
508,67501849910275 
507,6466236925295 
506,6203908448514 
505,5963156155175 
504,57439279833534 
503,5546180305385 
502,5369861708138 
501,5214928638003 
500,5081337940542 
499,49690383616996 
498,4877986650715 
497,4808140126697 
496,4759447686623 
495,4731866440644 
494,4725345911173 
493,47398433533465 
492,47753163625396 
491,4831714595364 
490,49089956045395 
489,50071174748246 
488,512602998855 
487,5265691032288 
486,5426050992595 
485,5607067919299 
484,58087001944364 
483,6030898316053 
482,627362062639 
481,65368260083426 
480,68204650632424 
479,7124496486755 
478,7448871465073 
477,77935488289484 
476,81584877786884 
475,8543639591021 
474,8948963384504 
473,9374418868871 
472,98199574037386 
472,0285538521856 
471,07711141500755 
470,12766438865543 
469,1802087777218 
468,2347397820006 
467,2912533896815 
466,3497448558974 
465,41021018794805 
464,4726454251927 
463,5370458289534 
462,60340743451144 
461,6717263333289 
460,7419977920259 
459,8142178861244 
458,88838193630033 
457,9644860244474 
457,04252627828066 
456,12249802271936 
455,20439737007456 
454,28821969839646 
453,3739611357416 
452,46161784701667 
451,55118521345105 
450,6426593903882 
449,7360358057838 
448,83131063335895 
447,9284800762161 
447,0275395699716 
446,1284853152739 
445,23131278664107 
444,3360182029626 
443,44259780611264 
442,55104708431725 
441,6613622830454 
440,77353969749174 
439,8875748166 
439,0034639215086 
438,12120255137717 
437,2407869960275 
436,3622135904501 
435,48547787356785 
434,61057616643217 
433,7375040574708 
432,86625788041295 
431,99683401059747 
431,12922803530205 
430,26343631606017 
429,3994544889755 
428,5372789312078 
427,6769060590235 
426,81833150648566 
425,9615516765739 
425,10656225111603 
424,25335965023 
423,40194033153875 
422,552299974402 
421,7044350244844 
420,8583412071312 
420,01401498495113 
419,17145285729816 
418,3306505474102 
417,49160454318655 
416,6543106130175 
415,8187652615404 
414,9849650302993 
414,1529056850057 
413,3225837553492 
412,49399505224255 
411,66713612189363 
410,8420035484403 
410,018593138714 
409,1969014641641 
408,37692437729623 
407,558658465436 
406,74210035568296 
405,9272458946822 
405,11409169704206 
404,3026336545156 
403,49286839509784 
402,68479182994236 
401,878400603504 
401,0736913738624 
400,2706600707718 
399,4693033625137 
398,66961720108895 
397,87159827100055 
397,0752432740859 
396,2805481768929 
395,487509687582 
394,6961237985116 
393,9063872337945 
393,11829673929196 
392,33184831717347 
391,54703871507104 
390,76386396517836 
389,9823208307861 
389,202406101992 
388,42411581546946 
387,64744675792394 
386,87239500085826 
386,0989573463129 
385,32713062889616 
384,5569109186888 
383,7882950410815 
383,02127910639723 
382,25585995500285 
381,4920337127538 
380,7297972355543 
379,96914739148195 
379,2100803248136 
378,45259291394325 
377,6966813231156 
376,9423424459735 
376,1895731955161 
375,43836974688793 
374,6887290162184 
373,94064720561244 
373,1941212460375 
372,4491480955851 
371,7057239592574 
370,9638457905657 
370,22350982896853 
369,48471304235056 
368,74745168504637 
368,01172273992745 
367,27752319952367 
366,5448493381057 
365,81369816017474 
365,0840659569901 
364,35594974778024 
363,62934657044445 
362,9042527268425 
362,1806652579877 
361,45858049147216 
360,7379954824852 
360,01890731444337 
359,301312315874 
358,58520756399975 
357,87058942223916 
357,1574549813532 
356,44580061945965 
355,73562344178447 
355,02692056681235 
354,31968838793296 
353,61392403145226 
352,90962391081007 
352,2067851662754 
351,5054049620306 
350,80547971607956 
350,10700659019085 
349,40998203261466 
348,7144032182909 
348,0202666099595 
347,3275693966826 
346,6363087779586 
345,94648123384127 
345,25808397386356 
344,57111349522836 
343,88556702117353 
343,201441797213 
342,51873432607886 
341,83744185214533 
341,1575609063299 
340,4790887457 
339,80202191558675 
339,12635768687267 
338,45209334055187 
337,77922543887524 
337,10775127275645 
336,43766742117157 
335,7689711883881 
335,1016599017702 
334,43573014448936 
333,7711792418827 
333,1080038055636 
332,4462011728808 
331,7857679700273 
331,1267015479176 
330,4689992696999 
329,81265777582007 
329,1576744370967 
328,5040459124922 
327,85176958564455 
327,2008421292046 
326,55126094027605 
325,90302342403226 
325,2561262710623 
324,61056689749887 
323,9663420091739 
323,3234490356406 
322,68188542317597 
322,04164788709124 
321,4027338773175 
320,76514013143594 
320,1288641113006 
319,4939025688383 
318,8602529793284 
318,2279128276382 
317,59687888203973 
316,96714863667853 
316,33871887669824 
315,7115871096533 
315,085750866749 
314,46120693592763 
313,83795284681423 
313,2159854150352 
312,59530218050406 
311,97589997509704 
311,35777635242715 
310,74092888229563 
310,1253544069764 
309,5110505008379 
308,89801402837674 
308,28624257607004 
307,67573302354464 
307,06648297144375 
306,4584900326133 
305,85175110180023 
305,24626379895585 
304,64202503970347 
304,0390324586718 
303,4372837183865 
302,83677573533066 
302,2375061702014 
301,63947197046303 
301,04267080597924 
300,4470996450825 
299,85275617363124 
299,2596381011236 
298,6677424035238 
298,0770667921173 
297,4876082734851 
296,89936457207466 
296,312332715028 
295,726510445214 
295,1418955272748 
294,5584850027369 
293,9762766385693 
293,3952675122615 
292,81545541166463 
292,23683743399863 
291,6594113901347 
291,0831751132524 
290,5081257238986 
289,9342610621892 
289,3615782912676 
288,7900752795932 
288,219749947251 
